Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad
Pirris Sosa,Latin (Origen: spanish pop),Canción,SI ALGUN DIA TU TE VAS,2024,2f0bvIqYYrOFxsOOm2sSYG,2Km4hdqYcw2KcqjlymXXfB,15
Kevz,Latin (Origen: spanish pop),Canción,Love in the dark - Spanish Version,2024,3H84esxp7y3VInl6ZfzBj3,6iqrYwfQkLAyVpRLDZ97pX,34
Sobrezero,Latin (Origen: spanish pop),Canción,Big bang,2024,2K0LLV5dYFNLVcTowAeWqA,7C8fd5io1uFe0NCD6jbh2C,19
Angelina Mango,Latin (Origen: spanish pop),Canción,melodrama - spanish version,2024,58VNLfh2s8c0hIIyt6pSju,6ZnPYFp4Kdbq0tktEyiNUZ,26
NMIXX,Latin (Origen: spanish pop),Canción,Soñar (Spanish Ver.),2024,1zorrN2yCPchfTwDJ18afH,21xLl5kT7vG7UfuZ4G1G0T,42
Enrique Iglesias,Latin (Origen: spanish pop),Canción,Fría - French Remix,2024,0iTVdlRhA4TT9pLKjEmjsD,3amOCLytIzLu6aK7vN3GSi,31
Zulia,Latin (Origen: spanish pop),Canción,Un Blues,2024,3i30CC0zXPfhgPuLaMuCDr,3HuclJOLEv3snXerJ9JIZJ,34
Fangoria,Latin (Origen: spanish pop),Canción,Llorando por ti - ATL,2024,3YQ1N9FQ4TNn9YHCXZ3FPn,6c5xxJwOD1pRvtKu4Ndjce,18
Supersubmarina,Latin (Origen: spanish pop),Canción,Chas! Y Aparezco A Tu Lado - Maqueta,2024,6mw9QzGNq9TFDD4ldrD1eU,3hMVgGqHueiV0giNzLrXEL,19
Carmesí,Latin (Origen: spanish pop),Canción,Tan Fácil,2024,1PxeMHWWI3TkZA6uepyz1C,7p2gIXz7NmCB9uvHvb3Mu7,21
Spanish Flow,Latin (Origen: spanish pop),Canción,At Last,2024,5uRckzrjONMLGm89hvfRIv,47D2VQ0ECMRckoUsENw6gV,26
Kevz,Latin (Origen: spanish pop),Canción,En Cambio No,2024,29mRBOuFFjP0wiQihVIBSW,6KXJCDvvheo5J0MwjLoZtw,38
Selena Gomez,Latin (Origen: spanish pop),Canción,Mi Camino,2024,1FwOa47jQ5Rxhjue9Dmgdn,5opMABKtxt1fp2XUzWHFWm,45
Pirris Sosa,Latin (Origen: spanish pop),Canción,DESDE PEQUEÑO UN VAGABUNDO,2024,467IZ65aUt4UkNMCiSvPPv,2u3EbNwdQYRknGGZXaxQcm,23
Camila,Latin (Origen: spanish pop),Canción,Supernova,2024,4iDH8rnxTQATr1WS1zhVZT,4LMUMQt5TC9rXcXLaQoFNb,32
RKOV,Latin (Origen: spanish pop),Canción,Tattoo - Spanish Version,2024,6DIHSRjCCZDsFXoQboUvk7,3BJ9XJbKInAjalieTBjPwY,32
vangoura,Latin (Origen: spanish pop),Canción,duende,2024,3atcvKDwLzJqW5x2m89tiP,6okCd7VpD269wjGPHAmk1x,8
Biznaga,Latin (Origen: spanish pop),Canción,Ocupar el AHORA,2024,73o9fgkWPHweowJgtAuJeB,7qTh2Y4oDIPp3tG5GZubUj,23
Kendall Peña,Latin (Origen: spanish pop),Canción,vacío emocional,2024,4qV9BSxwVPxcHfiapEFSGn,1BGzSmWjii6WaPqIfp6WWY,32
Supersubmarina,Latin (Origen: spanish pop),Canción,Niebla - Maqueta,2024,6uC0MciobWWVfIBBSi3Czu,3hMVgGqHueiV0giNzLrXEL,24
Spanish Flow,Latin (Origen: spanish pop),Canción,Michelle,2024,6JppAj8zS8pv8DFHHDuB7E,47D2VQ0ECMRckoUsENw6gV,16
Caloncho,Latin (Origen: spanish pop),Canción,Popango,2024,7CLpApL1W6zZXZG9fnB2d8,50cYslOkS29OQ2HMCdeVv5,25
Biznaga,Latin (Origen: spanish pop),Canción,Lorazepam y plataformas,2024,4HAAjPT7UyZ6dyxGm53McL,7qTh2Y4oDIPp3tG5GZubUj,24
The Mamas & The Papas,Latin (Origen: spanish pop),Canción,"Spanish Harlem - Live at the Monterey International Pop Festival, Sunday, June 18, 1967",2024,1LQKNWuEEpjXKSqYxvxNQt,4ikpbvcM1xxmFFOgElD6iy,17
Biznaga,Latin (Origen: spanish pop),Canción,Agenda 2030,2024,4QdrAxnlH6PUMCwOLy8mBl,7qTh2Y4oDIPp3tG5GZubUj,25
Miki Martz,Latin (Origen: spanish pop),Canción,Accidentally In Love - Spanish Version,2024,2Wsv3THRTl1JtqwSqny8z1,1gHdFxVPrWcf0C9fuggRNT,34
Laura Maré,Latin (Origen: spanish pop),Canción,María,2024,2VYQ0U5ZPQPCxnsNEYgNaT,1CSgdHYRD3LnNxEGtxAZmU,42
Biznaga,Latin (Origen: spanish pop),Canción,Réquiem por un rider,2024,5nI2wCRUcR6nOb9DMvGqUq,7qTh2Y4oDIPp3tG5GZubUj,25
Shakira,Latin (Origen: spanish pop),Canción,Puntería,2024,6pW82dtuBNNpI1ytFasNgr,5TFRrSuyYMoRsVb4MA8dUp,44
Baya Baye MGT Los Sosis,Latin (Origen: spanish pop),Canción,Barretina,2024,6NM8xjd9MeQEm2R9esWHqz,5gbKK3Gw3YB6uasvZV5Y4R,30
Aiko el grupo,Latin (Origen: spanish pop),Canción,A la Mierda,2024,4LQXK92qiThKntANgxd9Yz,1u0KpgKOxJZY5wVrfbveOB,29
The Marías,Latin (Origen: spanish pop),Canción,No One Noticed (Extended Spanish),2024,2kn0fLwt9QRorHuGdmk6ze,6FkCugnh8o4VjxMMw4xlRC,82
Yarea,Latin (Origen: spanish pop),Canción,Espina,2024,1EAITqCRVQxmwxjhZ8LOsh,6LfnEvb70qUCNej8pjSThO,28
Niños Bravos,Latin (Origen: spanish pop),Canción,T E R A P I A,2024,3IDMCQj3EDLoyjjmLqJxJz,11J7w3MMGnLPcb7M3vFzps,28
Mikel Izal,Latin (Origen: spanish pop),Canción,El miedo #2,2024,2SKhPVPjyweo9F5NbcFqs7,5I17ovyIglOTbKwXWoTRfa,29
Camellos,Latin (Origen: spanish pop),Canción,Candorro,2024,1F4OmcZRmysYca1EdDcfX2,685s6uSmWk9jlIA4FGAPox,35
Pirris Sosa,Latin (Origen: spanish pop),Canción,ME ESCAPO,2024,1xsdPrpfVi8UW2CkKGBvJL,33ng65LUXOY8X2JjYUjBF0,31
Aiko el grupo,Latin (Origen: spanish pop),Canción,No te has enterado,2024,1171jKb0kaE5oFFLT2KhLQ,3kINWHNCGlbYI56ZaRX8OY,32
Axolotes Mexicanos,Latin (Origen: spanish pop),Canción,ROSAS y ESPINAS,2024,6HpGzfX7PR88GeCZPnOm5l,2haqxYKeT3Cvi1sfqvsd5K,33
Diego Torres,Latin (Origen: spanish pop),Canción,Kapun,2024,0Ga0XkazLanxpcBHHJYTqM,5Eotsaakg0bfG9AM9UROwW,48
Camellos,Latin (Origen: spanish pop),Canción,Combustión,2024,3unCBn3Miw0hCqdHtVdBbj,685s6uSmWk9jlIA4FGAPox,30
Love of Lesbian,Latin (Origen: spanish pop),Canción,La hermandad,2024,67Pr9voSdTnhsOcuS2QUhK,018VlQZiTBjAmSVSHNLWT0,44
Paula Becker,Latin (Origen: spanish pop),Canción,Haberte Conocido,2024,70mz5p8FYCrtQZV5hPFD18,6iVOMvFqDg9TrpHzaomlTQ,31
Morat,Latin (Origen: spanish pop),Canción,"Perderme - Banda Sonora Original de la serie ""Zorro""",2024,0SHqDTGrpphogv8ndojWJn,2oCw93hrfvLEG45TJQT9oY,46
Morat,Latin (Origen: spanish pop),Canción,Antes De Los 30 - En Sueño Desde Madrid,2024,4igZX8SIbQbLDl0UxZWQpr,4nJb7FuX4QpOSn5APWMWfX,48
Los Punsetes,Latin (Origen: spanish pop),Canción,Tu Puto Grupo,2024,2Jilw03fQizCqVvqITIBnl,0E6yLyVWpKWjlIdOtxrMrj,21
EMEKA,Latin (Origen: spanish pop),Canción,Por Qué No?,2024,46ddhndx7QCJni93c6oYZN,30BOofDPCVpoM6hUJssXw1,12
KIRAZ,Latin (Origen: spanish pop),Canción,Kora,2024,0MTPkFRRpePdSGa3eW6xZ6,1IQxAPJDEof41ZyZVt98XQ,11
Bigpoppa,Latin (Origen: spanish pop),Canción,Darte antes de morir - No guidance remix spanish version,2024,0oQI3SzuXjjzVVVlM7kVlX,7rHG7YSVPYf39BQFJc15TW,14
Chick Flick,Latin (Origen: spanish pop),Canción,Spanish Spring,2024,6K2T5y2q8lp5SETtFjcgEK,5NVSApEBIMcL5Gxa1dIv7l,1
Fernando Rey,Latin (Origen: spanish pop),Canción,Spanish Girl ( Merengue ),2024,3FNQtxNkeNZtsaDzRj5P9Q,5AKlfBxi1OSYhhnUFqJxgO,1
Spanish With Liz,Latin (Origen: spanish pop),Canción,Burbujea Pop,2024,34sLAJ1yZ76mcHDnU1j0gn,6RNEo1O3yjoEPRTTpfTqyN,28
Alex Guillén,Latin (Origen: spanish pop),Canción,Los Mejores Años,2024,1MGWvTS8R8aPFPE44mD2ET,3WGOxiiaJTXksDMFhmAQqs,24
2 minutos,Latin (Origen: spanish pop),Canción,Demasiado Tarde,2024,5RZ3LvvtURNhcvIMOgzh8O,2UztntJETH29yOxVrs6RfM,25
Abraham Garrido,Latin (Origen: spanish pop),Canción,Don´t Copy My Flow,2024,51TXmxe6l1r1QRFJtdtpT2,7c3zp7n4b6hQTHUAVdt8we,19
Blnko,Latin (Origen: spanish pop),Canción,Intro de Tony Hawk,2024,44BHmfxVA6CxOCNeDHFIid,1N3prt5b677w6dCe9uaRzP,32
Party Tyme,Latin (Origen: spanish pop),Canción,SI No Quieres No (vocal),2024,6XRrH10AhWP7kwoCH6buQ4,268bgkofadxsR4nSoURayN,5
Champ Jr.,Latin (Origen: spanish pop),Canción,Amanecer,2024,2xk7BUKOx2ccWjMlma3XK3,5vM3oTQ1BqMd01csUwoe7x,33
Barney Gombo,Latin (Origen: spanish pop),Canción,LOS AMIGOS DE TU EX,2024,4oX0TqBQPXiC56ToCKFzah,1G5fsy4ruNR4zmwfwd5gWJ,30
Riley!,Latin (Origen: spanish pop),Canción,[cries in spanish],2024,6QQxRL4fFyKyXjyCmvCCJ7,2N2nVXYiltFdU8NL0ACh7T,34
Lugeer,Latin (Origen: spanish pop),Canción,Cocinar para Mí,2024,6J4lOVmDwv7GgeHyKK9x3N,5bd1z5dsx4qd5hont2ljhT,6
Abraham Garrido,Latin (Origen: spanish pop),Canción,TE QUIERO MAMÁ,2024,6RUo1bzdYnoAfGGfxFsCYm,4N32mSS05V0I2ZCV7anWxN,21
Abraham Garrido,Latin (Origen: spanish pop),Canción,ME PASO TO EL DIA EN LA TANA,2024,0XRBvDVFNLkzXZS4KblXbb,7g5nwyLaktx2Tk089HUXnZ,18
Delux,Latin (Origen: spanish pop),Canción,Ya No,2024,4jnjvnr5iT25oudMebK5XK,70HnhSQTMla0CdYWYtiQxp,25
2 minutos,Latin (Origen: spanish pop),Canción,Tema de Adrián,2024,52mMHA2w0zKZAAaKdoZQyR,2UztntJETH29yOxVrs6RfM,27
Paola & Chiara,Latin (Origen: spanish pop),Canción,Noche Mágica,2024,5WSQujQtgwzh6PX8MpGj4f,1g3g1dwuZOA7jaw9MgSYBX,10
Party Tyme,Latin (Origen: spanish pop),Canción,Si No Es Contigo (vocal),2024,0q3Cc0I52W4Nkxv0XosbL5,268bgkofadxsR4nSoURayN,19
Lugeer,Latin (Origen: spanish pop),Canción,Sonrío y Empieza a Amanecer,2024,2DWodNcLDuYxVSP7Auzvzo,5bd1z5dsx4qd5hont2ljhT,9
Debi Nova,Latin (Origen: spanish pop),Canción,Dar Vida - Intro,2024,7C59zEp5xwI2PRymwOD4mX,17kVGKI88jjmL2XH4MNjYd,17
Emily Has Fallen,Latin (Origen: spanish pop),Canción,Recuerdos Eternos,2024,4t6nBUtiHIKGsThUBlpgIy,18cMultxabUAf2Bp5BlbN9,18
San Venus,Latin (Origen: spanish pop),Canción,2,2024,6k9OpDhgN5NOo33JaN8zKt,5Ld1mbETnGWtAvfbNFWpIg,29
Juanse Laverde,Latin (Origen: spanish pop),Canción,Intimo,2024,0LCjz117lt30IDvyphYt6w,23pLpnEGYACItXffzKzSUv,21
Iván Troyano,Latin (Origen: spanish pop),Canción,Better Place - Spanish Version,2024,3OVylUu0eOo2NnKxOJ3Zpq,1YxAjyRXpqbwZg30SeYl7b,7
2 minutos,Latin (Origen: spanish pop),Canción,Otra Mujer,2024,2hmAnQdQV7wEnWVFJJaLKe,2UztntJETH29yOxVrs6RfM,28
Mocean,Latin (Origen: spanish pop),Canción,Despierta (feat. Kirsa Moonlight),2024,0vfE4nxERAmoGsgGIOyxfv,3rJ7WtbjFT38upDsrR0m52,12
Abraham Garrido,Latin (Origen: spanish pop),Canción,She said she´s from the island Kompa,2024,7cO3sgdrx9oKr5BANzNzM5,2Isn5mVqdCciG0Rp6xR6dV,24
Emily Has Fallen,Latin (Origen: spanish pop),Canción,Te Olvidaré,2024,5b9zE6GjF6proMMsuuDQoP,3UU82K1ZIc2Cu8zvuq6hNK,16
2 minutos,Latin (Origen: spanish pop),Canción,"Piñas Van, Piñas Vienen",2024,38gFBJ9gkdYLpTmo1BxFDp,2UztntJETH29yOxVrs6RfM,28
Abraham Garrido,Latin (Origen: spanish pop),Canción,No Quiero,2024,6ByD5AmBjmlUuSi36Vt6PH,55ZBEIHIVnXK9qP9f1aC4z,20
Blnko,Latin (Origen: spanish pop),Canción,Jeff Hardy (Todos se besan con todos),2024,6y1NhW0qWoct79gX86Eg3a,1Pm0bM390rMtjBWpvBqFg2,25
Abraham Garrido,Latin (Origen: spanish pop),Canción,TRUCO RUMANO,2024,1I94cyce3kf23WIWAhak8m,6AoI7fRp7MBTZeTeboPSLY,19
Abraham Garrido,Latin (Origen: spanish pop),Canción,ELLA ME LO MUEVE,2024,68PBxlJ2u1E4J1c8FyrQjW,1u8LnzsaRVWIGRqJ5Pl5qk,18
Esteman,Latin (Origen: spanish pop),Canción,Secreto,2024,0BJxnZcGYv7ZQMBLdOUzmY,2anoc6bJ4VPsGZQxrWZTOD,32
Ticy,Latin (Origen: spanish pop),Canción,Leyla ( Leyla Spanish Version ),2024,4d2ADyuPHz3Il6Mf0UVrAJ,3KXRdF4UwGaITysCIAXmWz,14
2 minutos,Latin (Origen: spanish pop),Canción,Lejos Estoy,2024,5QbuPMVXKzlq10LuqYBt8a,2UztntJETH29yOxVrs6RfM,28
2 minutos,Latin (Origen: spanish pop),Canción,Amor Suicida,2024,2SLvPG0uDsiKaWE0X6AJL3,2UztntJETH29yOxVrs6RfM,34
Blnko,Latin (Origen: spanish pop),Canción,Cállate La Boca,2024,0ROSgycVMM82t4q8qSM3Yx,1N3prt5b677w6dCe9uaRzP,37
La Unión,Latin (Origen: spanish pop),Canción,LUNA LLENA EN PARÍS - Paco's Spanish Guitar Version,2024,7AS58AIJcF8A6glsYzH0us,5y0ElnDrMIh0GZTaVaDcJn,3
Amor Acústico,Latin (Origen: spanish pop),Canción,Someone You Loved - Spanish Version,2024,0csc2s2JvTtZS9qVr3za4A,6j4Gz9lehIvpMzu0hFhXsn,16
Party Tyme,Latin (Origen: spanish pop),Canción,Mi Gente (made popular by J Balvin & Willy William) [vocal version],2024,2hprFQ8YMi9z21egClIW3e,7J1Yg0qAvTLFoXPM7UauNe,17
Kevz,Latin (Origen: spanish pop),Canción,Imperfect For You - Spanish Version,2024,1AVCgwoYKZXivPi2RruAki,4sKjXEpc9iYOMYlqDtqLyN,20
BENJIxScarlett,Latin (Origen: spanish pop),Canción,LA CANCIÓN DE CATNAP (CatNap Song Spanish Poppy Playtime Chapter 3 Deep Sleep),2024,5NDYd7LE4ijogM3f0YnL5A,2U8y2CtyEdshwAAqHF99CQ,5
William Janz,Latin (Origen: spanish pop),Canción,"Ik wil met je dansen, Quiero Bailar Contigo - Spanish / Dutch version",2024,19gCphZW7udTj5SFb1AXng,4BLB8RTi06vvO9FWwoYVqo,28
Blnko,Latin (Origen: spanish pop),Canción,Jeff Hardy (Todos se besan con todos),2024,5jJRQb0Qbf4ZKpBwibe7nD,1N3prt5b677w6dCe9uaRzP,33
Marcelo Radomski,Latin (Origen: spanish pop),Canción,Die With A Smile - Spanish Version Español,2024,2Wf6ZqSHqSG5UAZNrTlTjQ,44lO4dN5kk6LzHyFpItDRr,22
Aitana,Latin (Origen: pop latino),Canción,24 Rosas,2024,1vVZGuULkgjf0ZRmU196ps,0M1lpjzI5QzhK7Sdn9erUJ,20
Nelly Furtado,Latin (Origen: pop latino),Canción,GALA Y DALÍ,2024,2PLAm4ZgIoHJeLTrWHmO7q,6Pwm0aU0x9kKrt3doES2tc,34
Kany García,Latin (Origen: pop latino),Canción,Fuera de Servicio - En Vivo Desde PR,2024,5EO4Jh3CiTNquHUu09a59d,5ndD2D8FLBlvdDUQIo9Xd0,37
Elikai,Latin (Origen: pop latino),Canción,Galaga,2024,406eUy4YiZSpkeMCsgPtbM,0FLpPYIRsFaSFgCaX773Db,31
Jesse & Joy,Latin (Origen: pop latino),Canción,Cuando Estamos Solas,2024,36E5cnvLlDtNJTvfhDi5ZX,6yljdwX9QDrD97sdLnD5Rv,48
Andreew,Latin (Origen: pop latino),Canción,Lo Quiero Todo,2024,1qK2mpruHOwyE6VSMIAQUz,6Wp48HYkxA3NwkhciNmaXN,29
Reik,Latin (Origen: pop latino),Canción,Baja California,2024,3XAMueRejgCY1TEJDX1gv0,3qbsCGFjewj30dvxqRJiJf,43
Kany García,Latin (Origen: pop latino),Canción,Titanic - En Vivo Desde PR,2024,1nxRhGeI9SnWRiBGJfcqZY,5ndD2D8FLBlvdDUQIo9Xd0,33
Shakira,Latin (Origen: pop latino),Canción,Cohete,2024,2P58XhyNkacK1LHSCk5O2t,34L6DaZIUkzQvZwDd5Cx9a,44
Joaquina,Latin (Origen: pop latino),Canción,pesimista,2024,1XDRDbJFoE01ZPwm5pczBk,2ZcHbieh3trp1wEv6QRsaX,39
Terrence Brian,Latin (Origen: pop latino),Canción,Naughty,2024,0qYdRnVjEH5eq0xtlISboF,45opHFkQYnXTTOwxZDDKqz,34
Mau y Ricky,Latin (Origen: pop latino),Canción,Pasado Mañana,2024,79vaLBBCDHmYvY8JUcnDj9,5ZH7IdEga8gne83NYz8nsS,44
Mar Lucas,Latin (Origen: pop latino),Canción,Lo Dejo Todo,2024,5b6VY0fZS7671s4vPZ8Ob4,2PKNKFGJWr9Dups2cYlwnX,26
MiSHNRZ,Latin (Origen: pop latino),Canción,Destrucción - Remix,2024,40MuEd09WYnN6ogHFZSFB1,0qXAi0Z9RfLIwDADnQ9OUM,38
Luis Fonsi,Latin (Origen: pop latino),Canción,Santa Marta,2024,4XIpKXTvQ3Wa94C2zsYfV1,4iQQnrUj7fhHgw2iOGTvpU,46
Sebastian Llosa,Latin (Origen: pop latino),Canción,Igual de gris,2024,4cScSwuQMKmvAsJmwQt4E0,01ue76B6p752PENdJ6eurO,49
Enrique Iglesias,Latin (Origen: pop latino),Canción,Fría - Remix,2024,1alnEk6Ileyn9W2pAINu0q,26Myqnfs2h2756VNPfPz1I,36
Kany García,Latin (Origen: pop latino),Canción,En Esta Boca - En Vivo Desde PR,2024,6xD0635bcS29pVon1ts6g8,5ndD2D8FLBlvdDUQIo9Xd0,30
Nebulossa,Latin (Origen: pop latino),Canción,ZORRA (Remix),2024,1AFKOzG4bpCZUz9Lx47HUD,50ZltOyo3047qhRK1Ngtlq,45
ELENA ROSE,Latin (Origen: pop latino),Canción,Trago Al Pecho,2024,2FizWFIAvYANGK4CHOzGFw,1ZgHIkKZSnxj0DbBKmOdv4,44
Jacinto,Latin (Origen: pop latino),Canción,Desastre Emocional,2024,1dSi0GumrjH59Sv0F3iiBn,6mbBg8WP3hFNbvDe4hktmk,47
Q_ARE,Latin (Origen: pop latino),Canción,Bass,2024,42A3IpfazQguMua2MadXjw,6FHm35DdeAyHaqY2EWzRk9,43
KAROL G,Latin (Origen: pop latino),Canción,Si Antes Te Hubiera Conocido,2024,2831u9MJKZx7w05W0bvzPx,0ah9Y5a9afdLC6tMTbo4oF,48
Jesse & Joy,Latin (Origen: pop latino),Canción,Tanto,2024,0AeuM7LvccaQKyg7SIpnyN,6XY5UnmRdYiUuuO4cWoArO,34
Aitana,Latin (Origen: pop latino),Canción,+,2024,0Yv6buWPHeRri77fN1nRFP,14FiZpEEZMPHqa8rMImQ0t,9
Luis Fonsi,Latin (Origen: pop latino),Canción,Andalucía,2024,3gJCWirg9qx1ze9t6B3P4P,4iQQnrUj7fhHgw2iOGTvpU,62
Sebastian Llosa,Latin (Origen: pop latino),Canción,Para Olvidarte,2024,3ijYGfCvtaWAIGqbYIuCr5,3cW6ZvqNqnGHTmwrhO9ZlY,31
Aitana,Latin (Origen: pop latino),Canción,Pensando En Ti,2024,2tpu7XSiQKqMqj7tKuS0pU,3BVMmpFhertTRJqBDEYrIB,8
Darell,Latin (Origen: pop latino),Canción,Lollipop - Remix,2024,3DnsKpEA4oIlsmIW8vIvSf,0Af4itz2VhMleEUXB2sf6G,43
